,parameter,mean,std,median,5.0%,95.0%,n_eff,r_hat
389,alpha_389,-0.0539886606323978,0.4458245526938632,-0.026374041783372267,-0.7085358988433034,0.7236508465545984,20.357451803301146,1.0797937524434391
390,alpha_390,0.009948929502000242,0.36882039959666196,0.017174781002310367,-0.5048388523866789,0.6506934641394716,4231.6339047353995,1.0006995663203182
391,alpha_391,-0.026343815488485214,0.4129381726555771,-0.0145180756819905,-0.677241180521098,0.6339323013929381,13.948906618861896,1.110708114225591
392,alpha_392,0.2942438450139718,0.38964314976779796,0.3041106949792044,-0.30535093094479215,0.8859592710347761,4172.972802258391,1.0004403198331817
393,alpha_393,0.04710249248607789,0.384982964391194,0.053992437846463945,-0.5508287592146224,0.6684672392144619,4267.154747395302,1.0006105783634676
394,alpha_394,-0.20061097528075678,0.47147310612458165,-0.0973148492188013,-1.0348936298143236,0.4279610126597878,19.5787344352595,1.0888901786977574
395,alpha_395,0.16944742960758072,0.3557209891254066,0.23557990452485617,-0.10118905817984811,0.6065352930041404,3363.2315071520948,1.0038043231216638
396,alpha_396,0.160231250905086,0.3480248087422194,0.23831117617430447,-0.040682244043101994,0.5350172433579556,3455.873878602086,1.003916361874069
397,alpha_397,-0.16163833149705517,0.44454056645992124,-0.09706717659495107,-1.0381412972646658,0.4751188192396835,74.61002664373636,1.0380228166722658
398,alpha_398,0.1743609096944732,0.3967902701059897,0.17944249367557102,-0.46076791525922683,0.7799066478905176,19.59090871024123,1.0841347455382118
399,alpha_399,-0.14984512094429955,0.3442299088249137,-0.12126955265085372,-0.6397414662039657,0.46143474682396224,90.97340074073361,1.0312960013168453
400,alpha_400,-0.013115718111459564,0.5132863099881119,0.0005964563153040783,-1.0336472362195164,0.7190922913859599,7.71395613099012,1.2202709792990745
401,alpha_401,-0.06296373961695226,0.44456655793412186,0.05213036310731013,-0.8928098145468061,0.4693838330048605,28.605154610340374,1.0609880039016872
402,alpha_402,0.014502154008201464,0.3571763827464835,0.03336357306631337,-0.5201201339967705,0.581194411988773,4171.218242296444,1.001049352916436
403,alpha_403,0.18184440331538831,0.45274982749147596,0.2668982767516876,-0.49035080322840735,1.0220730380822163,3796.7468841855666,1.0067918564857687
404,alpha_404,0.09177443409962635,0.4772088176649594,0.1480517850387678,-0.7084554993721573,1.0068317549440902,29.04617879371212,1.0646782264189287
405,alpha_405,-0.06717911716896321,0.45229607707327146,0.011384567757646864,-0.972349681233562,0.532644335638362,18.646369338954038,1.0891716244208072
406,alpha_406,0.3111678652486678,0.3996281682354033,0.4081434168348337,0.04804884007857849,0.7448781937655017,3939.7562943293256,1.0007318862618766
407,alpha_407,0.289584467728672,0.24957119840458855,0.3235032524998696,0.09335559164906122,0.5500509531838238,4100.119187730301,0.9996601076430256
408,alpha_408,-0.1314645321832273,0.4108844072127056,-0.12147496089771634,-0.7589156201301186,0.5942912618892174,5.902119723153004,1.312151094521987
409,alpha_409,-0.006914481123431426,0.3938821052134441,-0.006599329697510599,-0.6203132981314567,0.6565162417216532,4283.794194564777,1.0002682532231908
410,alpha_410,-0.007097505588614554,0.31412641292728877,0.0071231125564546385,-0.4201437706699831,0.45951936414692524,3589.867790598026,1.0083246930358074
411,alpha_411,0.21638574953150136,0.42936083413166176,0.27690950945222903,-0.2884419106180281,0.8627360152333036,2568.622476755341,1.0102967670279903
412,alpha_412,0.03529954364955092,0.4738384654339431,0.09045824779453474,-0.9786985780442821,0.6456024117806165,24.77305942251373,1.070046172816272
413,alpha_413,0.30515662678143274,0.33444605095916646,0.36911977700650334,0.0621146376247109,0.6509100154798373,4211.99978462819,1.0007809180695857
414,alpha_414,0.30088680608787655,0.2514444360625132,0.3273899835360814,0.07199788401299294,0.5890151467765238,402.19848708743876,1.0188408519783174
415,alpha_415,-0.15976244472269774,0.4289379207240152,-0.06746206469763148,-0.9827200647074049,0.37906126747265756,23.873200621505006,1.071496211905772
416,alpha_416,-0.16622092839900476,0.37848325461144305,-0.09145188840356913,-0.9709006124605283,0.314421234708611,259.3630441316373,1.0197272890857862
417,alpha_417,-0.05975386448089623,0.47144137818286086,0.0415738171950181,-0.9860530376610043,0.5135411271211433,28.587214518140808,1.0614047362631758
418,alpha_418,-0.10260150034043207,0.33875605570257306,-0.07691232207121243,-0.5851712896010836,0.5154746950424278,15.900405965178074,1.1003430197419495
419,alpha_419,0.006367913185430821,0.3904020426565862,0.03957582900252201,-0.5822834203846258,0.643903083727802,22.066033098466445,1.0740334887750858
420,alpha_420,-0.009310325381795813,0.46360343589953473,0.05861640562136862,-1.0312218351651843,0.5634700662726931,60.0442700412241,1.038193256422123
421,alpha_421,0.044527651901596146,0.41729437666678604,0.06670755381398558,-0.5911415315823862,0.7334581645047286,6.442803366855327,1.271979773753461
422,alpha_422,-0.12572969364709682,0.48062157453239285,-0.04282630965477442,-0.98981678626935,0.5148134379579694,20.469138177756406,1.0810264245169734
423,alpha_423,-0.026059591918870948,0.3840014872895612,-0.0015889406211936868,-0.5902737961399575,0.6122295930903998,168.83678163876127,1.0237002830582516
424,alpha_424,-0.1590748491240834,0.3767498620210839,-0.10337747447360267,-0.9531360025625232,0.34949909216056824,58.071917324249725,1.0412780518068956
425,alpha_425,0.16421806719538673,0.2688563906265311,0.20702726477045552,-0.05844334645575322,0.47513344480848546,978.1589073116165,1.0132552692957408
426,alpha_426,-0.2404737014190026,0.44883362834632756,-0.144546382452955,-1.0260924055435325,0.36178342840412897,55.32774888859301,1.0411038920277376
427,alpha_427,0.22383942635183873,0.29491957215304787,0.2642580553125782,-0.05026086828777106,0.6431944455437288,459.56131521101616,1.0168998478294764
428,alpha_428,-0.12490506551449021,0.3625015176600379,-0.0657717427870585,-0.9435954938685186,0.3156420441015177,208.54398172827453,1.0229178202908027
429,alpha_429,-0.15646526212293257,0.4429429805028633,-0.06355065557581265,-0.9981467968169121,0.4476478028968752,114.12567018261697,1.03273130373315
430,alpha_430,0.023138075392992858,0.44696087638793913,0.07448056320854138,-0.6128659650990704,0.830843103964775,96.68071081092269,1.0290674658455177
431,alpha_431,-0.006209588702293148,0.44733044033640335,0.078258988585459,-0.9880349159722608,0.5574295295503375,3560.0839064549386,1.0062072801807525
432,alpha_432,0.1695404223775512,0.4334096756563319,0.2518786545809557,-0.443156880880283,0.901800681743032,288.56134364663575,1.0200719519271946
433,alpha_433,0.24324359091623965,0.4135816564040729,0.26686055789717,-0.35683344470033823,0.9223240096816971,42.010948308503266,1.0474586269715482
434,alpha_434,0.2833940123736904,0.4541418227291966,0.3263534875670221,-0.34990142521986817,1.0525825914409803,28.785107173907956,1.067477518347629
435,alpha_435,0.17401578668556159,0.4248722407767396,0.240015196336386,-0.348032227623922,0.8364476060089715,4075.535831882145,1.007422411984224
436,alpha_436,0.1802586992033777,0.3812970708609831,0.2133688994444447,-0.3156785625557171,0.7694956833797696,39.25778186639864,1.0489650280177505
437,alpha_437,-0.30289906339625494,0.451201228344767,-0.20356597915090138,-1.032174315042746,0.29306074377359914,28.926701986856823,1.060331992218271
438,alpha_438,0.09266274541477347,0.4769818630115496,0.18436446747121737,-0.9712299709159391,0.6769196117005367,3884.459941317321,1.0020859116527523
439,alpha_439,-0.14968534578362552,0.46334704916787645,-0.07111830716567782,-1.0557686078723667,0.5007107215623847,41.99972221472828,1.0461239987013824
440,alpha_440,0.06390621293550225,0.4333056919199292,0.07987328802325527,-0.6136759227694955,0.7582612988720933,24.187100721675442,1.0699562093507904
441,alpha_441,-0.0688971255848348,0.40943694883239934,-0.06532401376880925,-0.7102702566076036,0.589987050900493,3654.6309902977937,1.0019307710786087
442,alpha_442,-0.09117536652890951,0.43298363104355037,-0.05190965076017528,-0.7621771998339444,0.654193173485629,11.540794011590863,1.1385346571835517
443,alpha_443,0.2751522014677025,0.3043602197611197,0.2914516327088591,-0.0872935054047782,0.6872965875051682,548.5966060757313,1.0180569518275322
444,alpha_444,0.1798624446950815,0.36073164608652775,0.21875060047977682,-0.2919608252246814,0.7031035478833875,99.46974375018877,1.0285430998260772
445,alpha_445,-0.14940694496942192,0.3764197829107727,-0.07361323521315241,-0.926510327837084,0.30795731120184616,34.57596637458112,1.0529564647278955
446,alpha_446,-0.21648670928403932,0.3819544996746788,-0.17588991810357002,-0.9239268536656476,0.37378540103004987,32.150056952791935,1.0558018364582125
447,alpha_447,-0.08430298153303718,0.44979680258603955,-0.0015060743307863775,-1.0179816129499712,0.5041188976595198,44.51408686586754,1.0471439344847673
448,alpha_448,-0.06927630585632741,0.36023955202186786,-0.011049263110837178,-0.8861622628731414,0.4089211283120596,28.04728659311749,1.0621812331621112
449,alpha_449,0.30920659132734657,0.3861116189206528,0.40246847083221843,0.07625203143007085,0.7274468510853175,3574.5458216822162,1.0056290673933073
450,alpha_450,-0.10332288335171355,0.45021767458232453,-0.02374731199611089,-1.0302440804227262,0.4747004638295626,38.360659169643014,1.0509605226198167
451,alpha_451,-0.014129099265055881,0.37616723683319797,0.03147100274641807,-0.5185928034273343,0.5952714268683114,873.1688081251046,1.0117095691158426
452,alpha_452,-0.05998662051742203,0.42660404994013884,0.023861681945904104,-0.9917915353125087,0.45983179360132015,86.17749660117872,1.0306954130440913
453,alpha_453,0.2713403165341628,0.4309330040508281,0.3052398607129393,-0.3212570564746394,0.940445548291994,185.95973873600758,1.0215668215438418
454,alpha_454,0.14976664562626207,0.36095197555926223,0.2327190522493959,-0.287743183255118,0.7066214667607869,3472.510264169412,1.0074371798564685
455,alpha_455,-0.034168284740810045,0.28126399876337815,-0.00270559409245282,-0.36064628173398666,0.3716646333225991,2531.837979729171,1.0102620762292935
456,alpha_456,-0.002858237438396602,0.39577359427139114,0.008948177568181717,-0.6300990460196949,0.615262950530168,4259.251667369732,0.9999776396656784
457,alpha_457,-0.07153796290343305,0.39718018202124655,-0.03795981781096999,-0.7184220621890361,0.5847827066728706,12.43975048689934,1.1283205379450596
458,alpha_458,0.19824851524363604,0.41754823626482795,0.2312298156252801,-0.39313389088419615,0.8893597814351778,32.06687096732133,1.057041075580608
459,alpha_459,-0.026479471267088685,0.4464277377465516,0.1087593722590703,-0.962155954631602,0.45687093707008153,784.0012422502255,1.0156969847666388
460,alpha_460,-0.05950611072846474,0.4054439942147756,0.031235578684764807,-0.9216604583853703,0.40669352957494437,35.28807965492614,1.0510407144039615
461,alpha_461,-0.21688280158520623,0.41463453873632544,-0.11435979104401661,-0.9943028817535549,0.2860014204565822,162.4978451272097,1.025654699071183
462,alpha_462,-0.1871803818217212,0.33480557947194484,-0.14658522878476138,-0.9001235748365141,0.265257802123427,225.84547573071472,1.021367866206947
463,alpha_463,-0.1237636368935195,0.4280199772577565,-0.04079881069825565,-0.9515725548965227,0.40749626732060373,18.804212542348015,1.0899114810064745
464,alpha_464,0.0660401554417742,0.4631461946685488,0.13330456896170528,-0.9539837701397416,0.649299154706407,15.533579178468548,1.1038298148167487
465,alpha_465,0.051249475792171276,0.41893500167236725,0.10461293807522218,-0.50962009009996,0.830062577248359,208.09915422893738,1.0248618074086397
466,alpha_466,-0.06344622076131097,0.3594554011184565,-0.0012715764543069033,-0.8736931316429567,0.38535002610990177,452.71091546081016,1.0168374883523676
467,alpha_467,-0.11026588654529794,0.47004279580477126,-0.06104860568731223,-0.9907661258856809,0.564288364338304,7.510332982987706,1.226365896718422
468,alpha_468,0.08916366946398468,0.38548205281720704,0.09475340455370783,-0.5020059849861989,0.7121151228557514,4429.206307819834,1.0007800220214167
469,alpha_469,-0.038136314755695754,0.4421343010247995,0.06366460286976108,-0.9870841405021261,0.4961779087598382,2732.2464666010023,1.0071401232519592
470,alpha_470,-0.3421459975383188,0.4638659310056236,-0.29810529172706013,-1.1566140716542264,0.35609219343950793,9.54656593539909,1.168078642634434
471,alpha_471,-0.11912615207590703,0.4327382656324898,-0.01590774213108194,-0.9980498145122952,0.39151725119033076,76.30404425100046,1.034646052372026
472,alpha_472,-0.045128297457593086,0.44505827445520624,0.04843557442736392,-0.989878644175957,0.4809468551127562,71.02074024040064,1.0346180175534136
473,alpha_473,0.0303077846888338,0.39335158683009924,0.048407455155319634,-0.5784877149600991,0.6718148100563368,4217.707939494553,1.0001640591525272
474,alpha_474,-0.04324316529005177,0.39355961077366275,0.02643801008802693,-0.9604308599320428,0.4282038407712417,589.2290403369369,1.0174519250118113
475,alpha_475,0.047806908402257,0.37707377388108415,0.09277386760441647,-0.45776536827286685,0.7293957670188489,123.94922450307645,1.0277864412153865
476,alpha_476,0.08650409933530617,0.39600608813695537,0.0953244638805075,-0.5474778500009317,0.7333539034128495,4428.554080703236,1.0013653056726926
477,alpha_477,-0.10960361355837928,0.42918145301357613,-0.04519828399956293,-0.9812126955056325,0.4636239822055275,19.12366759964363,1.084636081114488
478,alpha_478,-0.13634000458934165,0.4241128427019379,-0.06556340932746357,-0.9844710042849486,0.4693387048301596,1450.0456537953103,1.0141723724763325
479,alpha_479,-0.1344416639672875,0.3941762518051852,-0.01331055855511345,-0.9700317202137383,0.2859970479384071,2319.1111092651686,1.00863143963032
480,alpha_480,-0.07824252015257023,0.4387452150201358,-0.016329066603962633,-0.9879752842137915,0.5360676113771938,66.01971818716493,1.036473506717087
481,alpha_481,-0.05084654220267443,0.4428177708482162,0.0836629926703179,-0.9122428458631845,0.47322390463290653,228.73508164849866,1.0217316850592617
482,alpha_482,0.16087357743206454,0.5293003081183273,0.33735099836488736,-0.8944713100452001,0.7222586727400327,3918.241651851185,1.0039202478766904
483,alpha_483,0.003819459963251333,0.35263640076120234,0.038526991416179004,-0.4797913506183401,0.5781030800818213,42.12498886799702,1.0474835213568034
484,alpha_484,-0.12036847785740697,0.4390793228146175,-0.06012917077807638,-1.0296084047628469,0.4691377107583036,48.31900649201417,1.0474659955381496
485,alpha_485,-0.1933834598846092,0.4554611087011591,-0.1527283097198347,-1.0556427925762943,0.48706092711475996,12.440722271581455,1.1271455705961624
486,alpha_486,0.10636309615704592,0.3958982641112198,0.21010026000002247,-0.751621154960489,0.6230924898200917,2685.3005695978813,1.0048518171566614
487,alpha_487,-0.14761146403107547,0.452990359718943,-0.023936418549822445,-0.9842585084140683,0.38831453877280503,89.55495303258647,1.030908927857306
488,alpha_488,0.06860482089879257,0.4470400744493784,0.10367429619850754,-0.6687200051182698,0.7460241877703677,17.192402571008113,1.092893117342766
489,alpha_489,0.026513882845660235,0.4616484861955743,0.13983417641462814,-0.9576558980340288,0.5594923492749104,3252.4490728125247,1.0093259321447103
490,alpha_490,0.20965858526306927,0.28205303160562756,0.2535023849589366,0.021249252602059246,0.4924745300664231,4102.332212213391,1.0012316270929722
491,alpha_491,0.2997342146001464,0.2958579992449794,0.3455851094356166,0.09149770234621583,0.6115125512652083,3153.3919296830018,1.0065503461037513
492,alpha_492,-0.0071201263487427014,0.443516160349365,0.04209232817989059,-0.9474310870132967,0.6090423669666641,19.066313734327974,1.0857109873084025
493,alpha_493,-0.10156946085873798,0.43239297475078503,-0.0034071735992164363,-0.9894218022827783,0.4262661104739145,1018.7200351744569,1.0180166876666987
494,alpha_494,-0.11599273291243158,0.3909791697384371,-0.05623858020582366,-0.9593108309684476,0.3905029102227647,21.211623787426394,1.0787529619372118
495,alpha_495,-0.11502464283624654,0.3889180300955521,-0.04678246491979885,-0.7105331210593452,0.5779793435193961,44.24886918346618,1.044981324342704
496,alpha_496,0.10449168711496973,0.25314090180845616,0.11051634975409044,-0.2647027181108616,0.48515313441667285,3860.0035248208983,1.0011140569955628
497,alpha_497,0.1172016947836467,0.4514730099490123,0.16459453658428258,-0.5083136794837974,0.9988850017512458,29.906001916639205,1.059130457274962
498,alpha_498,0.10312263115341393,0.4315717500151732,0.16650422300033757,-0.46477837636486224,0.8246470716915306,141.4381411684765,1.0242476969180436
499,alpha_499,-0.11698891463826688,0.42209463185983426,-0.04711569975493365,-0.9636798419507195,0.4117600913359576,39.98009565068307,1.0485639944221061
500,alpha_500,-0.06637012817975299,0.28319940132988736,-0.004566251047970538,-0.3943291172627831,0.3819759099138454,2359.4720886101877,1.0096554720585385
501,alpha_501,0.011428949526347019,0.502158382376552,0.12528639683747184,-0.965245195384701,0.6186806963018961,88.87900366053866,1.0312936962351626
502,alpha_502,-0.3491055752999567,0.39729309697597354,-0.2549264553035544,-1.0313318448149744,0.17612156646668536,113.05346609322429,1.027163799378161
0,beta_0,0.16114482195147112,0.612054357342483,0.17293129971401638,-0.7714067696645763,1.1642032409893075,3361.3814112612004,1.0033231554967772
1,beta_1,-0.04641484699732159,0.6024063242681552,0.004459405208980759,-1.127034254691114,0.9087531719578714,2580.171410031387,1.0059343495033612
2,beta_2,-0.32148768216226903,0.47502687474018707,-0.25331513133321004,-1.1318448466033366,0.42790676745105805,3463.255439286925,1.0047192303386652
3,beta_3,-0.24120299221683345,0.5366108667751849,-0.19315561503592157,-1.218456933587455,0.5495602789692229,3675.963460503879,1.0024160497769807
4,beta_4,0.35690766621438585,0.6002144786141522,0.3378034264036165,-0.6486425992324945,1.3278568668345956,2524.8619501507214,1.0103197045819827
5,beta_5,0.13020367121190732,0.5648151958044596,0.14038892175343637,-0.7854432336913659,1.0779694872406993,3491.2170319223565,1.004827675022384
6,beta_6,-0.21914794269754914,0.5096203620986137,-0.16085371407557897,-1.089710673237487,0.5782293174604782,3400.4262581253965,1.004390407309737
7,beta_7,-0.32802283751047123,0.37696970436789784,-0.3051046974163214,-0.9824522040104117,0.2631766487573903,3308.2608462848543,1.001361868779039
8,beta_8,-0.3685562624473509,0.4725947314171075,-0.32012232732532186,-1.178594734921339,0.39515879867602743,1273.9787995029315,1.0170749689707008
9,beta_9,0.6591570169807583,0.6292482006210515,0.6347254588016019,-0.3516907478798026,1.7021631323736623,3608.2476651415345,1.0028277289763639
10,beta_10,0.4129030030889844,0.5879312112253542,0.38863921772711396,-0.4845339121002676,1.4061711716570882,3134.2025758223213,1.0046392208372572
11,beta_11,-0.12936116259464078,0.5905391202468596,-0.09785039700804204,-1.1461045964764613,0.800336887552986,1938.8762820752713,1.009939447034645
12,beta_12,-0.2380257270582472,0.4422155451939497,-0.19585330415040209,-0.9862758273764038,0.4666711063071564,3838.0085468715115,1.0016150220001858
13,beta_13,0.12587137513475807,0.5710560105398733,0.12148293428412905,-0.7724943879716172,1.107501402240418,65.95003994542127,1.0382267237788816
14,beta_14,0.07031429268088737,0.579208809843477,0.0935752398205917,-0.9467654900801316,0.9995483095203952,396.83290020578875,1.020870718743247
15,beta_15,0.4908513255593189,0.5930429993364308,0.4688712710394568,-0.4566369809589223,1.4661495862565967,3408.7495931025155,1.0045003198958897
16,beta_16,0.6892286108527848,0.6297319602751879,0.6707606069221406,-0.329911548798624,1.727888351549986,3657.3956474144316,1.0004159579877687
17,beta_17,0.41242405436009044,0.5876853916052077,0.3815626676028503,-0.5621297980340318,1.3574307808643309,3241.015216832992,1.0046391786720643
18,beta_18,0.17143404797607384,0.5763844581043054,0.17216010575162038,-0.7390291569028796,1.1779268484185956,495.22894938215404,1.0152690371341306
19,beta_19,0.1621709046786912,0.5591740451398509,0.18302062976207184,-0.7316867282626021,1.1062405071656682,2144.922176595686,1.0117734437009924
20,beta_20,-0.3338380685962927,0.38553118696304456,-0.305222426538873,-0.9737631264838866,0.29163905782383426,2929.686255381918,1.0029423673920013
21,beta_21,-0.15478297894916113,0.54235642643458,-0.11416586753912894,-1.1298863776482293,0.6665841057127934,3791.4437546579443,1.0030407397932866
22,beta_22,0.40506150992387674,0.6191263811561983,0.39915965230107864,-0.59558647425966,1.4311090410489755,3461.178999577753,1.0070142602090486
23,beta_23,0.3119207995678613,0.6034927795281364,0.2855736078752779,-0.6617484594880458,1.3347118463114986,2819.8833866201353,1.0057190172720716
24,beta_24,0.6758291488010242,0.6219914546937299,0.6523242244588414,-0.3352268824423821,1.6878664622538175,3490.069041548762,1.0012028970177274
25,beta_25,-0.3742169909005778,0.4238200446402162,-0.32076185665947005,-1.0919087595787231,0.2826591682095701,3129.0614025632676,1.0025992882010786
26,beta_26,-0.2588376168009325,0.5285679804188015,-0.20208261347138612,-1.2301143548428328,0.5369187005460069,3846.431173431798,1.0013557279488192
27,beta_27,0.32179789610070586,0.582627147026355,0.29432410662915603,-0.6089488764199527,1.278741917876817,3526.635706129551,1.0048193496410502
28,beta_28,-0.43852812644258365,0.5073214033154824,-0.3722591248019188,-1.288268256402466,0.3399483758401432,3713.9326622910535,1.0017935863144716
29,beta_29,-0.4141446420344252,0.5214969644241738,-0.3476530267220757,-1.2994364413006614,0.3882180779858625,3725.871452238311,1.0011295976366719
30,beta_30,0.2914115816419793,0.5931058852102282,0.2925427443534331,-0.6010018949489243,1.3330502969274995,3580.9641263498356,1.0002276633487672
31,beta_31,-0.09437441778353332,0.42903932378349413,-0.06770150951008524,-0.7297373974150982,0.6659901431538461,4002.136027232377,1.000631371499918
32,beta_32,-0.0016581660006786802,0.5653180638964277,0.022594636436475718,-1.015265587892435,0.8917595292705945,3716.707209058511,1.0036278539309362
33,beta_33,0.5813341152418147,0.610816275572923,0.551557353575274,-0.4176108311567655,1.558514114616496,3318.462359608384,1.004457411605169
34,beta_34,-0.15261467327443823,0.4606035746744636,-0.1400388993903572,-0.9140539204756175,0.5987241615081865,3853.1507509080857,1.0009358426477935
35,beta_35,0.13634260251102864,0.571911321620431,0.14196882946696565,-0.7821552724871499,1.1584587791688175,3107.5615479304784,1.0078105952320728
36,beta_36,0.591569047033323,0.6134257498907829,0.5657681053342314,-0.35385397257801166,1.6594674839775587,144.02720993391893,1.0251219823604103
37,beta_37,0.3544300836680475,0.6021358962664934,0.3389402586529675,-0.6916284539642005,1.315132368558704,3226.7279406249936,1.0054781013701912
38,beta_38,-0.28296474743489,0.3852763903927061,-0.2576167751694683,-0.8781727599978781,0.3650449887142246,3861.098327662667,1.00317337999359
39,beta_39,0.2796561193884275,0.49707481879190385,0.2702927369855762,-0.5321286636636369,1.0910729481931551,3888.472214515529,1.001824689254772
40,beta_40,-0.2962679718529904,0.4028117780986825,-0.2691344036274169,-0.9480026416003261,0.36599235211265924,3589.703930557875,1.000911390093148
41,beta_41,-0.49210210879978494,0.39211788070856796,-0.45894347246332,-1.1311277915870572,0.1523137888387325,2915.942949055432,1.0061118794188266
42,beta_42,-0.33676751561498725,0.5342180377383559,-0.2675402204069058,-1.322716266480782,0.44399909870374316,3641.284891113784,1.0077372724225444
43,beta_43,0.24982618548891858,0.5793725897303255,0.23946844456702016,-0.7208556334149742,1.182143171715036,3208.268913128285,1.0065947361884418
44,beta_44,-0.29429164201692837,0.5492978506162138,-0.22865296919369715,-1.2925176139287855,0.5070062689910112,3860.557285381413,1.0018499513135373
45,beta_45,-0.16715023542613028,0.5674362009798314,-0.12744536670341444,-1.181330140513505,0.7302380233200337,1237.258212126816,1.0156835498162236
46,beta_46,-0.2253319510704935,0.573865660927544,-0.1703197836465548,-1.272978513363362,0.6183417384493075,3473.8173062317214,1.0026658314693542
47,beta_47,-0.3898327595001753,0.4206464470198975,-0.35155121907186876,-1.10265552713654,0.2702565815273099,3430.877601141784,1.0006758473792259
48,beta_48,0.09603530877036418,0.6012264033583329,0.1118613382369285,-1.021523875040682,0.9996768542510551,95.68084196232991,1.030261401893216
49,beta_49,-0.2633690694683827,0.387606464771165,-0.24107009003205926,-0.916239138541672,0.34404593553902485,3421.0744903269633,1.0015323504613711
50,beta_50,0.7090918143652108,0.6304532029488242,0.6820551382286839,-0.25042511741916273,1.7860458838377973,3531.7572789275396,1.0017535939998667
51,beta_51,0.22401882378807603,0.595558933492953,0.22759014789313686,-0.7170309337165717,1.241749152217619,3676.4710979138404,1.0022941929835378
52,beta_52,0.362050918580524,0.5962028548818386,0.3543605771349676,-0.613717980185773,1.3439812970228593,3952.1045041209495,1.0021371194444015
53,beta_53,0.6276029839508483,0.6322818755180032,0.6063280663613744,-0.35867108942084913,1.669443616178159,3421.998893919408,0.999275298620679
54,beta_54,-0.39766204257850124,0.5305518198314682,-0.3329881015443019,-1.3221964106077053,0.403013340739042,3630.694363018885,1.0050901669592194
55,beta_55,0.09490326558728977,0.5742074035759623,0.11753808042378104,-0.820357443863175,1.0748908287390508,3051.407478877766,1.0112766253754064
56,beta_56,-0.43312430273803887,0.5474747109231783,-0.36956532329707326,-1.3605416798958119,0.3807856999610353,2391.642005694522,1.0097853700311141
57,beta_57,-0.04808566610062999,0.57640049829964,-0.019784116559799773,-1.0646762662343487,0.8876164665351219,207.053488877978,1.0214712179012957
58,beta_58,-0.37300862083348113,0.5154314618733491,-0.3248701335066465,-1.2593047529891146,0.4148455967670649,475.2082945732937,1.0157572391548397
59,beta_59,-0.2793315472144455,0.5523239834439692,-0.23293870536430117,-1.3132238330524868,0.5146378853093293,423.698109971196,1.0156918300339215
60,beta_60,0.44994727299668746,0.590152608735736,0.43392248846734505,-0.44225059742500455,1.4684946054401953,3428.175971168765,1.0085800401025773
61,beta_61,-0.009213153505882622,0.592978029141335,0.02255658897091395,-1.0319211332821907,0.9635085317233697,2898.831450895624,1.004641733140504
62,beta_62,-0.10128336100846512,0.5189308440221754,-0.06702999639426466,-0.9658708593891503,0.7538817958492542,177.86119352325701,1.020863127181001
63,beta_63,0.6739777173707052,0.6173322555240431,0.6609940175248996,-0.3245161243275573,1.6803436217997738,3505.2575989738766,1.001623994299505
64,beta_64,-0.20985491067562262,0.5581095206725863,-0.1579351705876621,-1.2155165041068279,0.6084386798569783,3669.3630703286995,1.000394099892655
65,beta_65,-0.2335563764749696,0.5413562136062011,-0.1658446849745545,-1.205461230031954,0.5816516083576652,3216.7700062772215,1.005888669138456
66,beta_66,-0.29436392496260294,0.36575091396314124,-0.2777248547626976,-0.888935679645515,0.30490332415146143,3668.700955905382,1.0021915183459844
67,beta_67,0.5087650036781654,0.6245113269154469,0.4915003415641935,-0.4587347978416753,1.5627559426146431,3573.5056769406933,1.0041121841103844
68,beta_68,-0.1047760696005552,0.5466871260926257,-0.059001260517668165,-1.1507206538846098,0.6952404547213203,2809.1072257773926,1.008248998457817
69,beta_69,-0.10958035664528004,0.5647001971228682,-0.04721004324502234,-1.162859965682406,0.7174324019507967,982.5618489008688,1.014265350546514
70,beta_70,-0.2500858510900788,0.4949791844382318,-0.20173243738019175,-1.0985264161402275,0.5664699116276256,3777.490009563204,1.0016906470556834
71,beta_71,-0.21493503906512365,0.5532929474195031,-0.15606032104911194,-1.2345591482120113,0.6020102159582867,3407.753508243599,1.0010542549637287
72,beta_72,-0.21914544863827778,0.5018506507062876,-0.16209971810473667,-1.105741704230421,0.555513447814887,4052.4799532928196,1.0025603809769879
73,beta_73,0.3337788049385736,0.6013797513580579,0.32620126726471277,-0.5902756514194525,1.3710986526667128,4031.5035309344726,1.0006084245492965
74,beta_74,0.39474543706171267,0.6137931441300566,0.3726387076980708,-0.527643666740072,1.4677319211175823,3713.5747401714707,1.0087845741495927
75,beta_75,-0.09746085323111621,0.5641399459122791,-0.058828210457348235,-1.0739918418316088,0.8142277350944038,3571.017153393811,1.0047247400119426
76,beta_76,0.09169592849771771,0.5895055801963809,0.09628095567946524,-0.9515424625822615,1.0060518190107812,2518.333203155233,1.00801896183208
77,beta_77,-0.16315058075419356,0.47888709646077937,-0.15109652339482935,-0.9353932029450993,0.6756782766374444,2486.394534987303,1.0097907435839593
78,beta_78,0.24736353411501688,0.6027983279162579,0.2572523394912307,-0.6492410400218963,1.3513891343633853,2326.4568662586844,1.0165716786118757
79,beta_79,0.6378517042389356,0.6196161534362004,0.6179504697342096,-0.2952070023956119,1.691307316134333,4036.9916692604,1.0024630701567574
80,beta_80,-0.08194231840355105,0.46753500443213797,-0.04729103011666645,-0.8480577281760578,0.6803983140744048,3854.9390656540177,1.0046398238077243
81,beta_81,0.40446907646400937,0.6059957448319935,0.3873082825139258,-0.5920480658554462,1.3895032099675853,3981.753313113889,1.0035061427986176
