*sample_name	*organism	breed	dev_stage	*collection_date	*geo_loc_name	*sex	*tissue	collected_by	specimen_voucher	lat_lon	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
AUHT 8125	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8125	33.091522 N 86.566863 W	AUHT 8125	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac189_R1_.fq	kac189_R2_.fq
AUHT 8126	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8126	33.112983 N 86.694343 W	AUHT 8126	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac190_R1_.fq	kac190_R2_.fq
AUHT 8127	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8127	33.106591 N 86.682277 W	AUHT 8127	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac191_R1_.fq	kac191_R2_.fq
AUHT 8128	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8128	33.105093 N 86.680138 W	AUHT 8128	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac192_R1_.fq	kac192_R2_.fq
AUHT 8129	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8129	33.07896 N 86.672859 W	AUHT 8129	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac193_R1_.fq	kac193_R2_.fq
AUHT 8130	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8130	32.939331 N 86.620078 W	AUHT 8130	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac194_R1_.fq	kac194_R2_.fq
AUHT 8131	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8131	32.947455 N 86.621458 W	AUHT 8131	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac195_R1_.fq	kac195_R2_.fq
AUHT 8132	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8132	32.948288 N 86.621901 W	AUHT 8132	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac196_R1_.fq	kac196_R2_.fq
AUHT 8133	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8133	32.949291 N 86.622407 W	AUHT 8133	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac197_R1_.fq	kac197_R2_.fq
AUHT 8134	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8134	32.950771 N 86.623061 W	AUHT 8134	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac198_R1_.fq	kac198_R2_.fq
AUHT 8135	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8135	32.957938 N 86.624769 W	AUHT 8135	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac199_R1_.fq	kac199_R2_.fq
AUHT 8136	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8136	32.959396 N 86.624885 W	AUHT 8136	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac200_R1_.fq	kac200_R2_.fq
AUHT 8183	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8183	33.55274 N 85.829132 W	AUHT 8183	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac2018021701_R1_.fq	kac2018021701_R2_.fq
AUHT 8186	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8186	33.485484 N 85.888566 W	AUHT 8186	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac2018021704_R1_.fq	kac2018021704_R2_.fq
AUHT 8187	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8187	33.316494 N 86.052932 W	AUHT 8187	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac2018021705_R1_.fq	kac2018021705_R2_.fq
AUHT 8188	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8188	33.284428 N 86.084432 W	AUHT 8188	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac2018021706_R1_.fq	kac2018021706_R2_.fq
AUHT 8189	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8189	33.245762 N 86.081675 W	AUHT 8189	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac2018021707_R1_.fq	kac2018021707_R2_.fq
AUHT 8190	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8190	32.910571 N 86.092722 W	AUHT 8190	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac201803101_R1_.fq	kac201803101_R2_.fq
AUHT 8192	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8192	32.951037 N 86.145395 W	AUHT 8192	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac201803103_R1_.fq	kac201803103_R2_.fq
AUHT 8193	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8193	32.897867 N 86.26061 W	AUHT 8193	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac201803104_R1_.fq	kac201803104_R2_.fq
AUHT 8194	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8194	32.816418 N 86.38018 W	AUHT 8194	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac201803105_R1_.fq	kac201803105_R2_.fq
AUHT 8181	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8181	34.218521 N 87.366617 W	AUHT 8181	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac201908251_R1_.fq	kac201908251_R2_.fq
AUHT 8141	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8141	32.548519 N 85.486919 W	AUHT 8141	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac205_R1_.fq	kac205_R2_.fq
AUHT 8142	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8142	33.307591 N 86.582013 W	AUHT 8142	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac206_R1_.fq	kac206_R2_.fq
AUHT 8143	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8143	33.316847 N 86.575965 W	AUHT 8143	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac207_R1_.fq	kac207_R2_.fq
AUHT 8144	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8144	33.098294 N 86.565293 W	AUHT 8144	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac208_R1_.fq	kac208_R2_.fq
AUHT 8145	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8145	33.086002 N 86.563938 W	AUHT 8145	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac209_R1_.fq	kac209_R2_.fq
AUHT 8146	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8146	33.086002 N 86.563938 W	AUHT 8146	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac210_R1_.fq	kac210_R2_.fq
AUHT 8147	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8147	33.014643 N 86.609949 W	AUHT 8147	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac211_R1_.fq	kac211_R2_.fq
AUHT 8148	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8148	33.012085 N 86.617071 W	AUHT 8148	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac212_R1_.fq	kac212_R2_.fq
AUHT 8149	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8149	33.004352 N 86.637099 W	AUHT 8149	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac213_R1_.fq	kac213_R2_.fq
AUHT 8150	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8150	32.999914 N 86.641813 W	AUHT 8150	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac214_R1_.fq	kac214_R2_.fq
AUHT 8151	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8151	32.996047 N 86.645262 W	AUHT 8151	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac215_R1_.fq	kac215_R2_.fq
AUHT 8152	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8152	33.013457 N 86.6096 W	AUHT 8152	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac216_R1_.fq	kac216_R2_.fq
AUHT 8153	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8153	32.914699 N 86.602699 W	AUHT 8153	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac217_R1_.fq	kac217_R2_.fq
AUHT 8154	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8154	32.924322 N 86.598953 W	AUHT 8154	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac218_R1_.fq	kac218_R2_.fq
AUHT 8155	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8155	32.93987 N 86.561135 W	AUHT 8155	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac219_R1_.fq	kac219_R2_.fq
AUHT 8156	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8156	32.96579 N 86.508917 W	AUHT 8156	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac220_R1_.fq	kac220_R2_.fq
AUHT 8157	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8157	32.963888 N 86.425495 W	AUHT 8157	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac221_R1_.fq	kac221_R2_.fq
AUHT 8159	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8159	32.533621 N 85.798389 W	AUHT 8159	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac223_R1_.fq	kac223_R2_.fq
AUHT 8160	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8160	32.48869 N 85.795555 W	AUHT 8160	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac224_R1_.fq	kac224_R2_.fq
AUHT 8161	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8161	32.501593 N 85.798595 W	AUHT 8161	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac225_R1_.fq	kac225_R2_.fq
AUHT 8166	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8166	30.809332 N 86.776858 W	AUHT 8166	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac230_R1_.fq	kac230_R2_.fq
AUHT 8167	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8167	30.809216 N 86.789938 W	AUHT 8167	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac232_R1_.fq	kac232_R2_.fq
AUHT 8169	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8169	30.809216 N 86.789938 W	AUHT 8169	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac233_R1_.fq	kac233_R2_.fq
AUHT 8170	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8170	30.809216 N 86.789938 W	AUHT 8170	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac234_R1_.fq	kac234_R2_.fq
AUHT 8172	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8172	30.826322 N 86.802577 W	AUHT 8172	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac236_R1_.fq	kac236_R2_.fq
AUHT 8173	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8173	30.837332 N 86.7763 W	AUHT 8173	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac237_R1_.fq	kac237_R2_.fq
AUHT 8174	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8174	30.824332 N 86.762838 W	AUHT 8174	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac238_R1_.fq	kac238_R2_.fq
AUHT 8175	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8175	30.8016249 N 86.7665909 W	AUHT 8175	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac239_R1_.fq	kac239_R2_.fq
AUHT 8178	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8178	34.504456 N 85.637683 W	AUHT 8178	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	kac242_R1_.fq	kac242_R2_.fq
AUHT 8208	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8208	31.107834 N 86.622468 W	AUHT 8208	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	t1020_R1_.fq	t1020_R2_.fq
AUHT 8200	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8200	31.990423 N 85.074232 W	AUHT 8200	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	t1030_R1_.fq	t1030_R2_.fq
AUHT 8198	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8198	31.990158 N 85.070458 W	AUHT 8198	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	t1040_R1_.fq	t1040_R2_.fq
AUHT 8206	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8206	33.582946 N 85.73524 W	AUHT 8206	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	t2004_R1_.fq	t2004_R2_.fq
AUHT 8204	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8204	33.584347 N 85.740643 W	AUHT 8204	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	t2015_R1_.fq	t2015_R2_.fq
AUHT 8201	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8201	33.238526 N 85.962698 W	AUHT 8201	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	t2020_R1_.fq	t2020_R2_.fq
AUHT 8205	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8205	33.582945 N 85.735393 W	AUHT 8205	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	t2040_R1_.fq	t2040_R2_.fq
AUHT 8207	Anaxyrus americanus	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	AUHT 8207	32.816418 N 86.38018 W	AUHT 8207	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	t2043_R1_.fq	t2043_R2_.fq
UTEP 19947	Anaxyrus terrestris	Not Applicable	Adult	2022-06	USA	not provided	Liver	Kerry Cobb	UTEP 19947	31.22431667 N 88.77548333 W	UTEP 19947	ddRADseq from Anaxyrus americanus and A. terrestris hybrid zone	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina HiSeq X	Double digest RADseq library prepared using 2RAD method	fastq	utep19947_R1_.fq	utep19947_R2_.fq
